 20305,-0.0358,-0.0161,-1.2694,-0.264,-0.101,-0.009
 20487,-0.0392,+0.1564,-0.3585,-0.220,-0.119,+0.013
 20595,-0.0760,-0.0577,-0.4768,-0.216,-0.113,+0.006
 20703,-0.0845,+0.1376,-1.0243,-0.245,-0.100,-0.005
 20811,-0.0202,+0.0355,-1.6051,-0.271,-0.085,-0.020
 20918,+0.0168,+0.0370,-1.6124,-0.274,-0.092,-0.018
 21026,-0.0160,-0.0488,-0.8975,-0.242,-0.111,-0.001
 21134,-0.1123,+0.0698,-0.3683,-0.214,-0.114,+0.011
 21242,-0.0749,+0.0411,-0.4935,-0.217,-0.113,+0.008
 21350,+0.0603,+0.1369,-1.1473,-0.253,-0.101,-0.003
 21457,+0.1017,+0.3602,-1.3800,-0.275,-0.106,-0.013
 21639,-0.2142,-0.4288,-0.9771,-0.271,-0.141,-0.010
 21747,-0.1954,-0.2339,-1.0108,-0.273,-0.120,-0.014
 21855,+0.1290,+0.0512,-0.9793,-0.253,-0.083,-0.007
 21963,+0.3389,+0.8955,-0.9735,-0.236,-0.068,-0.009
 22070,+0.2710,+0.2406,-0.9348,-0.250,-0.101,-0.009
 22178,-0.2798,-0.6209,-1.0771,-0.275,-0.141,-0.011
 22286,-0.2336,-0.3570,-1.0556,-0.280,-0.138,-0.015
 22394,+0.0676,+0.2242,-1.0330,-0.265,-0.104,-0.009
 22502,+0.3048,+0.6173,-0.9420,-0.246,-0.089,-0.007
 22610,+0.2042,+0.1032,-1.0054,-0.261,-0.118,-0.011
 22789,-0.2154,-0.3004,-0.9772,-0.281,-0.163,-0.016
 22897,-0.2607,-0.2703,-1.0540,-0.280,-0.147,-0.014
 23005,+0.0930,+0.1044,-1.0515,-0.268,-0.115,-0.009
 23113,+0.2825,+0.5737,-0.9685,-0.246,-0.089,-0.007
 23221,+0.3467,+0.4139,-0.9574,-0.252,-0.099,-0.009
 23328,-0.0610,-0.1982,-0.9057,-0.271,-0.133,-0.014
 23436,-0.3093,-0.3596,-1.0596,-0.285,-0.162,-0.019
 23544,-0.2009,-0.2009,-1.0166,-0.280,-0.148,-0.015
 23652,+0.2000,+0.4720,-0.8806,-0.256,-0.103,-0.009
 23760,+0.4372,+0.6632,-1.0073,-0.247,-0.092,-0.009
 23942,-0.1580,-0.2015,-1.0616,-0.281,-0.150,-0.016
 24050,-0.4683,-0.5212,-1.0651,-0.282,-0.162,-0.015
 24158,+0.0363,+0.0244,-1.0821,-0.271,-0.136,-0.014
 24266,+0.3924,+0.6432,-0.8281,-0.248,-0.099,-0.008
 24374,+0.4482,+0.5289,-0.8652,-0.255,-0.107,-0.008
 24482,-0.1829,-0.3422,-0.9947,-0.277,-0.148,-0.013
 24589,-0.6398,-0.8840,-1.0747,-0.277,-0.161,-0.010
 24697,+0.4625,+1.0286,-1.1039,-0.272,-0.133,-0.008
 24805,+0.3310,+0.3787,-0.8136,-0.266,-0.138,-0.008
 24913,-0.5620,-1.1842,-1.2354,-0.276,-0.152,-0.014
 25095,+0.1518,+0.5063,-0.5927,-0.262,-0.129,-0.007
 25203,-0.1142,-0.5465,-1.2099,-0.284,-0.155,-0.017
 25311,+0.1203,+0.5069,-0.8306,-0.280,-0.136,-0.015
 25419,-0.0032,+0.1381,-1.4428,-0.285,-0.137,-0.022
 25527,-0.0400,+0.2274,-0.9482,-0.277,-0.144,-0.015
 25634,+0.0481,-0.0108,-0.6105,-0.267,-0.144,-0.011
 25742,+0.2629,+0.1131,-0.9614,-0.277,-0.139,-0.013
 25850,-0.0166,+0.3000,-0.9195,-0.276,-0.143,-0.014
 25958,-0.2760,+0.0897,-1.0448,-0.284,-0.156,-0.014
 26066,-0.2140,-0.0521,-0.9528,-0.280,-0.165,-0.015
 26245,+0.1074,-0.0976,-0.9799,-0.278,-0.152,-0.017
 26353,+0.2460,-0.0371,-1.0269,-0.279,-0.129,-0.013
 26461,+0.1864,+0.2463,-0.9529,-0.263,-0.102,-0.013
 26569,+0.1465,+0.3020,-0.9897,-0.258,-0.099,-0.009
 26676,+0.0557,+0.2861,-0.9366,-0.261,-0.105,-0.008
 26784,-0.0738,+0.2220,-0.9556,-0.270,-0.131,-0.007
 26892,-0.3088,+0.0078,-1.0179,-0.277,-0.158,-0.012
 27000,-0.2839,-0.0208,-0.8571,-0.280,-0.169,-0.014
 27108,-0.0654,-0.0472,-0.9822,-0.280,-0.171,-0.019
 27215,+0.1436,-0.0904,-1.1130,-0.290,-0.157,-0.021
 27397,+0.1722,+0.1161,-0.7456,-0.276,-0.119,-0.018
 27505,+0.1562,+0.2053,-1.0030,-0.271,-0.106,-0.017
 27613,+0.1915,+0.2293,-1.0449,-0.269,-0.101,-0.017
 27720,+0.1463,+0.2892,-0.9283,-0.265,-0.100,-0.014
 27828,-0.0224,+0.2937,-0.9389,-0.269,-0.122,-0.011
 27936,-0.1719,+0.2520,-0.9461,-0.272,-0.142,-0.007
 28044,-0.1922,+0.0814,-1.1227,-0.277,-0.160,-0.015
 28152,-0.1996,-0.0140,-0.8824,-0.275,-0.170,-0.012
 28260,-0.0198,-0.1930,-1.0731,-0.284,-0.165,-0.017
 28367,+0.1069,-0.0578,-0.9494,-0.287,-0.150,-0.019
 28738,+0.2129,+0.1706,-0.9767,-0.274,-0.103,-0.020
 28846,+0.1941,+0.3773,-0.9689,-0.270,-0.108,-0.016
 28954,-0.0509,+0.3107,-0.9286,-0.273,-0.126,-0.013
 29062,-0.3228,+0.1450,-0.9540,-0.282,-0.150,-0.014
 29170,-0.2761,-0.0297,-0.9386,-0.285,-0.166,-0.016
 29277,+0.0120,-0.2176,-0.9690,-0.286,-0.157,-0.013
 29385,+0.3460,+0.0636,-0.8745,-0.294,-0.143,-0.021
 29493,+0.2620,+0.1727,-0.9195,-0.307,-0.136,-0.031
 29601,+0.1512,+0.1075,-1.0061,-0.315,-0.132,-0.040
 29709,+0.0554,+0.1278,-0.8529,-0.316,-0.136,-0.041
 29891,+0.1204,+0.1045,-0.9767,-0.317,-0.133,-0.041
 29999,+0.2333,+0.1156,-1.0534,-0.314,-0.139,-0.039
 30107,+0.1190,+0.0884,-0.9911,-0.317,-0.133,-0.041
 30214,+0.1407,+0.0797,-0.9696,-0.315,-0.131,-0.040
 30322,+0.0938,+0.0237,-0.9727,-0.311,-0.132,-0.034
 30430,+0.0861,+0.1403,-0.9631,-0.304,-0.137,-0.031
 30538,+0.0531,+0.0621,-0.9884,-0.294,-0.145,-0.025
 30646,+0.0492,+0.0893,-0.9073,-0.289,-0.139,-0.021
 30753,+0.0272,-0.0295,-1.0518,-0.274,-0.096,-0.018
 30861,+0.0240,-0.0083,-0.9827,-0.271,-0.102,-0.018
 31043,+0.0061,-0.0112,-0.9821,-0.271,-0.100,-0.019
 31151,+0.0053,-0.0155,-0.9864,-0.269,-0.099,-0.024
 31259,+0.0040,-0.0170,-0.9839,-0.271,-0.101,-0.018
 31367,+0.0040,-0.0159,-0.9857,-0.272,-0.102,-0.020
 31474,+0.0045,-0.0170,-0.9843,-0.271,-0.100,-0.022
 31582,+0.0081,-0.0153,-0.9862,-0.274,-0.099,-0.020
 31690,+0.0063,-0.0165,-0.9853,-0.269,-0.101,-0.020
 31798,+0.0058,-0.0127,-0.9842,-0.274,-0.099,-0.022
 31906,+0.0024,-0.0157,-0.9873,-0.271,-0.100,-0.021
 32013,+0.0066,-0.0115,-0.9874,-0.271,-0.098,-0.019
 32192,+0.0062,-0.0143,-0.9864,-0.271,-0.099,-0.020
 32300,+0.0181,+0.0359,-0.9902,-0.272,-0.103,-0.021
 32408,+0.0041,-0.0171,-0.9865,-0.273,-0.111,-0.021
 32516,+0.0083,-0.0155,-0.9833,-0.272,-0.106,-0.022
 32624,+0.0051,-0.0160,-0.9860,-0.274,-0.107,-0.024
 32732,+0.0043,-0.0188,-0.9832,-0.271,-0.106,-0.018
 32840,+0.0061,-0.0174,-0.9855,-0.273,-0.108,-0.021
 32948,+0.0049,-0.0154,-0.9843,-0.274,-0.107,-0.021
 33056,+0.0075,-0.0176,-0.9855,-0.273,-0.109,-0.021
 33163,+0.0067,-0.0135,-0.9831,-0.270,-0.108,-0.019
