  5707,+0.0076,-0.0166,-0.9835,-0.268,-0.105,-0.016
  5814,+0.0068,-0.0145,-0.9868,-0.267,-0.101,-0.015
  5922,+0.0077,-0.0156,-0.9868,-0.268,-0.101,-0.014
  6030,+0.0050,-0.0145,-0.9884,-0.270,-0.102,-0.014
  6138,+0.0069,-0.0155,-0.9874,-0.268,-0.103,-0.014
  6246,+0.0069,-0.0125,-0.9838,-0.270,-0.105,-0.016
  6353,+0.0056,-0.0133,-0.9868,-0.268,-0.103,-0.014
  6461,+0.0061,-0.0154,-0.9867,-0.268,-0.102,-0.016
  6569,+0.0052,-0.0147,-0.9860,-0.268,-0.102,-0.014
  6677,+0.0032,-0.0149,-0.9854,-0.268,-0.103,-0.014
  7240,+0.0052,-0.0138,-0.9862,-0.270,-0.101,-0.013
  7348,+0.0061,-0.0156,-0.9875,-0.267,-0.100,-0.016
  7456,+0.0063,-0.0163,-0.9891,-0.269,-0.104,-0.015
  7564,+0.0038,-0.0152,-0.9856,-0.268,-0.106,-0.016
  7672,+0.0066,-0.0132,-0.9826,-0.269,-0.103,-0.015
  7780,+0.0060,-0.0143,-0.9823,-0.267,-0.103,-0.013
  7887,+0.0241,-0.0239,-0.9834,-0.269,-0.103,-0.015
  7995,-0.0288,+0.0094,-0.9962,-0.271,-0.109,-0.017
  8103,+0.0220,+0.0678,-0.9994,-0.274,-0.128,-0.014
  8211,+0.0458,+0.2007,-0.9670,-0.285,-0.169,-0.023
  8588,+0.0570,+0.3142,-0.9654,-0.294,-0.199,-0.032
  8696,+0.0767,+0.3428,-0.9184,-0.299,-0.217,-0.039
  8804,+0.0772,+0.4277,-0.8963,-0.305,-0.239,-0.056
  8912,+0.1245,+0.5774,-0.7809,-0.312,-0.264,-0.076
  9019,+0.1132,+0.6861,-0.6522,-0.323,-0.301,-0.107
  9127,+0.1266,+0.7437,-0.6436,-0.323,-0.310,-0.125
  9235,+0.1148,+0.7254,-0.5935,-0.326,-0.317,-0.142
  9343,+0.1405,+0.7824,-0.5404,-0.330,-0.320,-0.144
  9450,+0.1292,+0.7704,-0.5523,-0.328,-0.320,-0.146
  9558,+0.1208,+0.8088,-0.5553,-0.325,-0.326,-0.149
  9930,+0.1367,+0.8003,-0.5269,-0.326,-0.329,-0.156
 10038,+0.1163,+0.9210,-0.5080,-0.325,-0.331,-0.161
 10146,+0.0941,+0.8366,-0.3655,-0.316,-0.343,-0.168
 10254,+0.0578,+0.9472,-0.3233,-0.307,-0.355,-0.190
 10362,+0.0094,+0.9141,-0.3058,-0.300,-0.366,-0.207
 10470,-0.0338,+0.9254,-0.2460,-0.289,-0.376,-0.229
 10577,-0.0419,+0.9620,-0.1529,-0.280,-0.384,-0.260
 10685,-0.0511,+0.9569,-0.0388,-0.279,-0.386,-0.290
 10793,-0.0286,+0.9852,+0.0483,-0.281,-0.384,-0.310
 10901,-0.0600,+0.9923,+0.1177,-0.279,-0.381,-0.338
 11082,-0.0946,+0.9453,+0.2118,-0.271,-0.378,-0.381
 11190,-0.0698,+0.9228,+0.3340,-0.278,-0.370,-0.399
 11298,-0.0425,+0.9185,+0.3975,-0.279,-0.363,-0.417
 11405,-0.0375,+0.8568,+0.4038,-0.279,-0.356,-0.437
 11513,-0.0373,+0.8286,+0.4412,-0.282,-0.353,-0.442
 11621,+0.0006,+0.8666,+0.4529,-0.284,-0.353,-0.432
 11729,-0.0465,+0.9007,+0.4634,-0.282,-0.355,-0.429
 11836,-0.0805,+0.9009,+0.4120,-0.274,-0.360,-0.424
 11944,-0.0715,+0.8948,+0.3559,-0.269,-0.365,-0.414
 12052,-0.0745,+0.9333,+0.3255,-0.270,-0.370,-0.402
 12233,-0.1030,+1.0296,+0.1487,-0.280,-0.382,-0.327
 12342,-0.0405,+0.9445,-0.0676,-0.275,-0.385,-0.286
 12449,-0.0502,+0.9190,-0.2225,-0.275,-0.384,-0.242
 12557,-0.0733,+0.8340,-0.4322,-0.277,-0.367,-0.186
 12665,-0.0199,+0.7319,-0.6036,-0.277,-0.347,-0.138
 12773,-0.0681,+0.7332,-0.6277,-0.272,-0.320,-0.096
 12881,-0.0696,+0.6297,-0.7555,-0.268,-0.298,-0.070
 12988,-0.0080,+0.5683,-0.7956,-0.272,-0.270,-0.052
 13096,-0.0549,+0.4505,-0.8537,-0.268,-0.236,-0.029
 13204,+0.0031,+0.3777,-0.9036,-0.266,-0.211,-0.021
 13384,-0.0070,+0.3161,-0.9300,-0.276,-0.187,-0.019
 13493,+0.0246,+0.2517,-0.9582,-0.276,-0.177,-0.019
 13600,-0.0058,+0.2620,-0.9318,-0.276,-0.163,-0.014
 13708,-0.0201,+0.2154,-0.8576,-0.271,-0.151,-0.013
 13816,-0.0037,+0.0961,-0.9247,-0.272,-0.124,-0.011
 13924,+0.0078,-0.0078,-0.9934,-0.268,-0.094,-0.013
 14032,+0.0251,-0.0054,-0.9906,-0.267,-0.095,-0.012
 14140,-0.0081,-0.0034,-0.9867,-0.269,-0.096,-0.015
 14247,+0.0109,+0.0084,-0.9800,-0.268,-0.100,-0.012
 14355,+0.0151,-0.0348,-1.0146,-0.269,-0.091,-0.016
 14537,-0.0095,-0.0108,-0.9848,-0.268,-0.098,-0.013
 14646,+0.0315,+0.0046,-1.0391,-0.276,-0.097,-0.017
 14753,+0.0701,-0.0154,-0.9574,-0.294,-0.093,-0.026
 14861,+0.1292,-0.0824,-0.9669,-0.303,-0.075,-0.038
 14969,+0.1545,-0.1539,-0.9625,-0.306,-0.059,-0.044
 15077,+0.1436,-0.2708,-0.9763,-0.306,-0.032,-0.058
 15185,+0.1613,-0.4143,-0.9175,-0.304,+0.005,-0.074
 15292,+0.1413,-0.4901,-0.8236,-0.293,+0.036,-0.094
 15400,+0.0980,-0.5726,-0.8216,-0.278,+0.059,-0.103
 15508,+0.0616,-0.6548,-0.7488,-0.268,+0.079,-0.116
 15689,+0.0517,-0.7169,-0.6794,-0.261,+0.109,-0.142
 15798,+0.0369,-0.7822,-0.5969,-0.258,+0.125,-0.164
 15905,+0.0550,-0.7469,-0.6145,-0.260,+0.130,-0.174
 16013,+0.0416,-0.6522,-0.7528,-0.261,+0.100,-0.136
 16121,+0.0600,-0.5045,-0.7947,-0.274,+0.045,-0.088
 16229,+0.0947,-0.2522,-0.9564,-0.284,-0.015,-0.055
 16337,+0.1026,-0.1670,-0.9810,-0.288,-0.051,-0.041
 16444,+0.0891,-0.0434,-1.0032,-0.294,-0.074,-0.036
 16552,+0.1036,+0.0039,-0.9655,-0.295,-0.086,-0.032
 16660,+0.1279,+0.0261,-0.9739,-0.294,-0.095,-0.029
 16839,+0.0803,+0.0149,-0.9612,-0.294,-0.102,-0.030
 16948,+0.0948,+0.1228,-1.1610,-0.286,-0.105,-0.030
 17055,+0.0084,-0.0415,-1.1534,-0.260,-0.109,-0.015
 17163,-0.1218,-0.0744,-0.2095,-0.257,-0.117,-0.012
 17271,+0.1826,+0.1076,-1.4150,-0.286,-0.082,-0.031
 17379,+0.0081,+0.0323,-1.1231,-0.260,-0.082,-0.018
 17487,-0.0775,+0.0479,-0.7986,-0.240,-0.094,-0.011
 17594,-0.0498,-0.0222,-0.6898,-0.256,-0.092,-0.016
 17702,+0.1073,-0.0020,-1.2339,-0.284,-0.082,-0.030
 17810,+0.0728,+0.0372,-0.9202,-0.294,-0.076,-0.034
 17992,+0.0442,-0.0646,-1.0128,-0.294,-0.077,-0.037
 18100,+0.1599,-0.0222,-1.0792,-0.290,-0.078,-0.030
 18208,+0.0179,+0.0687,-0.9844,-0.276,-0.084,-0.029
 18316,+0.0230,-0.0821,-1.0260,-0.269,-0.086,-0.025
 18424,+0.0010,+0.0411,-1.1004,-0.262,-0.080,-0.016
 18531,-0.0688,+0.1092,-0.6182,-0.244,-0.088,-0.002
 18639,-0.0417,+0.0566,-0.6451,-0.248,-0.089,-0.006
 18747,-0.0168,+0.0771,-0.9815,-0.262,-0.085,-0.013
 18855,+0.0390,-0.0671,-1.5271,-0.283,-0.078,-0.024
 18963,+0.0287,+0.0043,-1.2566,-0.268,-0.085,-0.014
 19334,-0.0510,+0.1122,-1.0247,-0.244,-0.089,-0.005
 19443,-0.0584,-0.0581,-1.1997,-0.260,-0.081,-0.015
 19550,+0.0010,+0.0037,-1.4966,-0.273,-0.082,-0.019
 19658,-0.0433,+0.0092,-1.1828,-0.255,-0.095,-0.006
 19766,-0.0758,+0.0983,-0.7486,-0.228,-0.106,+0.009
 19874,-0.0919,+0.1111,-0.2688,-0.198,-0.115,+0.018
 19982,-0.0585,+0.0290,-0.7535,-0.216,-0.106,+0.008
 20090,-0.0662,+0.0603,-1.3126,-0.265,-0.095,-0.008
 20197,-0.0247,+0.0698,-1.6597,-0.281,-0.096,-0.018
